Selection;View;Channel;Begin Time (s);End Time (s);Low Freq (Hz);High Freq (Hz);Delta Time (s);Peak Freq (Hz);total_elements;note;singing;ID;nombre_archivo
16;Waveform 1;1;54.03631536;55.6023509;1199.4;1713.4;1.566;NA;3;t;3;XC331468;XC331468 - Antioquia.Table.1.selections.txt
16;Spectrogram 1;1;54.03631536;55.6023509;1199.4;1713.4;1.566;1636.523;3;t;3;XC331468;XC331468 - Antioquia.Table.1.selections.txt
17;Waveform 1;1;54.39223253;54.57019111;1285;1713.4;0.178;NA;0;cad;3;XC331468;XC331468 - Antioquia.Table.1.selections.txt
17;Spectrogram 1;1;54.39223253;54.57019111;1285;1713.4;0.178;1464.258;0;cad;3;XC331468;XC331468 - Antioquia.Table.1.selections.txt
18;Waveform 1;1;54.97949585;55.13965858;1199.4;1734.8;0.1602;NA;0;cad;3;XC331468;XC331468 - Antioquia.Table.1.selections.txt
18;Spectrogram 1;1;54.97949585;55.13965858;1199.4;1734.8;0.1602;1378.125;0;cad;3;XC331468;XC331468 - Antioquia.Table.1.selections.txt
1;Waveform 1;1;1.750706032;2.210824471;1484;1873.8;0.4601;NA;3;d;1;XC376458;XC376458 - Quindio.Table.1.selections.txt
1;Spectrogram 1;1;1.750706032;2.210824471;1484;1873.8;0.4601;1722.656;3;d;1;XC376458;XC376458 - Quindio.Table.1.selections.txt
2;Waveform 1;1;2.330278296;2.781548303;1250.1;1691.9;0.4513;NA;3;d;1;XC376458;XC376458 - Quindio.Table.1.selections.txt
2;Spectrogram 1;1;2.330278296;2.781548303;1250.1;1691.9;0.4513;1464.258;3;d;1;XC376458;XC376458 - Quindio.Table.1.selections.txt
3;Waveform 1;1;2.856759971;3.26378782;1406;1717.8;0.407;NA;3;d;1;XC376458;XC376458 - Quindio.Table.1.selections.txt
3;Spectrogram 1;1;2.856759971;3.26378782;1406;1717.8;0.407;1550.391;3;d;1;XC376458;XC376458 - Quindio.Table.1.selections.txt
4;Waveform 1;1;1.746281816;3.259363604;1237.1;1886.7;1.5131;NA;3;t;1;XC376458;XC376458 - Quindio.Table.1.selections.txt
4;Spectrogram 1;1;1.746281816;3.259363604;1237.1;1886.7;1.5131;1550.391;3;t;1;XC376458;XC376458 - Quindio.Table.1.selections.txt
5;Waveform 1;1;2.206400255;2.32585408;1250.1;1886.7;0.1195;NA;0;cad;1;XC376458;XC376458 - Quindio.Table.1.selections.txt
5;Spectrogram 1;1;2.206400255;2.32585408;1250.1;1886.7;0.1195;1722.656;0;cad;1;XC376458;XC376458 - Quindio.Table.1.selections.txt
6;Waveform 1;1;2.777124087;2.856759971;1250.1;1847.8;0.0796;NA;0;cad;3;XC376458;XC376458 - Quindio.Table.1.selections.txt
6;Spectrogram 1;1;2.777124087;2.856759971;1250.1;1847.8;0.0796;1550.391;0;cad;3;XC376458;XC376458 - Quindio.Table.1.selections.txt
7;Waveform 1;1;15.26161902;15.65537423;1510;1899.7;0.3938;NA;3;d;2;XC376458;XC376458 - Quindio.Table.1.selections.txt
7;Spectrogram 1;1;15.26161902;15.65537423;1510;1899.7;0.3938;1722.656;3;d;2;XC376458;XC376458 - Quindio.Table.1.selections.txt
8;Waveform 1;1;15.77040384;16.15531061;1237.1;1652.9;0.3849;NA;3;d;2;XC376458;XC376458 - Quindio.Table.1.selections.txt
8;Spectrogram 1;1;15.77040384;16.15531061;1237.1;1652.9;0.3849;1464.258;3;d;2;XC376458;XC376458 - Quindio.Table.1.selections.txt
9;Waveform 1;1;16.29688551;16.75257973;1341;1743.8;0.4557;NA;3;d;2;XC376458;XC376458 - Quindio.Table.1.selections.txt
9;Spectrogram 1;1;16.29688551;16.75257973;1341;1743.8;0.4557;1550.391;3;d;2;XC376458;XC376458 - Quindio.Table.1.selections.txt
10;Waveform 1;1;15.25277059;16.75257973;1224.1;1899.7;1.4998;NA;3;t;2;XC376458;XC376458 - Quindio.Table.1.selections.txt
10;Spectrogram 1;1;15.25277059;16.75257973;1224.1;1899.7;1.4998;1550.391;3;t;2;XC376458;XC376458 - Quindio.Table.1.selections.txt
11;Waveform 1;1;15.65979844;15.76597962;1224.1;1860.8;0.1062;NA;0;cad;2;XC376458;XC376458 - Quindio.Table.1.selections.txt
11;Spectrogram 1;1;15.65979844;15.76597962;1224.1;1860.8;0.1062;1291.992;0;cad;2;XC376458;XC376458 - Quindio.Table.1.selections.txt
12;Waveform 1;1;16.15088639;16.29246129;1237.1;1899.7;0.1416;NA;0;cad;2;XC376458;XC376458 - Quindio.Table.1.selections.txt
12;Spectrogram 1;1;16.15088639;16.29246129;1237.1;1899.7;0.1416;1464.258;0;cad;2;XC376458;XC376458 - Quindio.Table.1.selections.txt
13;Waveform 1;1;26.23245806;26.60409218;1328;1639.9;0.3716;NA;3;d;3;XC376458;XC376458 - Quindio.Table.1.selections.txt
13;Spectrogram 1;1;26.23245806;26.60409218;1328;1639.9;0.3716;1464.258;3;d;3;XC376458;XC376458 - Quindio.Table.1.selections.txt
14;Waveform 1;1;26.87839356;27.26772455;1263.1;1665.9;0.3893;NA;3;d;3;XC376458;XC376458 - Quindio.Table.1.selections.txt
14;Spectrogram 1;1;26.87839356;27.26772455;1263.1;1665.9;0.3893;1464.258;3;d;3;XC376458;XC376458 - Quindio.Table.1.selections.txt
15;Waveform 1;1;27.39160259;27.78535779;1367;1717.8;0.3938;NA;3;d;3;XC376458;XC376458 - Quindio.Table.1.selections.txt
15;Spectrogram 1;1;27.39160259;27.78535779;1367;1717.8;0.3938;1550.391;3;d;3;XC376458;XC376458 - Quindio.Table.1.selections.txt
16;Waveform 1;1;26.23688228;27.78535779;1276.1;1717.8;1.5485;NA;3;t;3;XC376458;XC376458 - Quindio.Table.1.selections.txt
16;Spectrogram 1;1;26.23688228;27.78535779;1276.1;1717.8;1.5485;1550.391;3;t;3;XC376458;XC376458 - Quindio.Table.1.selections.txt
17;Waveform 1;1;26.6085164;26.86954513;1276.1;1704.8;0.261;NA;0;cad;3;XC376458;XC376458 - Quindio.Table.1.selections.txt
17;Spectrogram 1;1;26.6085164;26.86954513;1276.1;1704.8;0.261;1636.523;0;cad;3;XC376458;XC376458 - Quindio.Table.1.selections.txt
18;Waveform 1;1;27.26330033;27.40045102;1302.1;1717.8;0.1372;NA;0;cad;3;XC376458;XC376458 - Quindio.Table.1.selections.txt
18;Spectrogram 1;1;27.26330033;27.40045102;1302.1;1717.8;0.1372;1550.391;0;cad;3;XC376458;XC376458 - Quindio.Table.1.selections.txt
1;Waveform 1;1;15.56825866;16.04617879;1357.1;1963.4;0.4779;NA;3;d;1;XC402340;XC402340 - Boyaca.Table.1.selections.txt
1;Spectrogram 1;1;15.56825866;16.04617879;1357.1;1963.4;0.4779;1636.523;3;d;1;XC402340;XC402340 - Boyaca.Table.1.selections.txt
2;Waveform 1;1;16.15238327;16.6496133;1183.8;1761.3;0.4972;NA;3;d;1;XC402340;XC402340 - Boyaca.Table.1.selections.txt
2;Spectrogram 1;1;16.15238327;16.6496133;1183.8;1761.3;0.4972;1550.391;3;d;1;XC402340;XC402340 - Boyaca.Table.1.selections.txt
3;Waveform 1;1;16.74133535;17.1951181;1357.1;1934.5;0.4538;NA;3;d;1;XC402340;XC402340 - Boyaca.Table.1.selections.txt
3;Spectrogram 1;1;16.74133535;17.1951181;1357.1;1934.5;0.4538;1722.656;3;d;1;XC402340;XC402340 - Boyaca.Table.1.selections.txt
5;Waveform 1;1;15.56343119;17.19994558;1126.1;2107.8;1.6365;NA;3;t;1;XC402340;XC402340 - Boyaca.Table.1.selections.txt
5;Spectrogram 1;1;15.56343119;17.19994558;1126.1;2107.8;1.6365;1722.656;3;t;1;XC402340;XC402340 - Boyaca.Table.1.selections.txt
6;Waveform 1;1;16.04617879;16.14755579;1126.1;2021.1;0.1014;NA;0;cad;1;XC402340;XC402340 - Boyaca.Table.1.selections.txt
6;Spectrogram 1;1;16.04617879;16.14755579;1126.1;2021.1;0.1014;1636.523;0;cad;1;XC402340;XC402340 - Boyaca.Table.1.selections.txt
7;Waveform 1;1;16.64478583;16.74133535;1154.9;2107.8;0.0965;NA;0;cad;1;XC402340;XC402340 - Boyaca.Table.1.selections.txt
7;Spectrogram 1;1;16.64478583;16.74133535;1154.9;2107.8;0.0965;1464.258;0;cad;1;XC402340;XC402340 - Boyaca.Table.1.selections.txt
8;Waveform 1;1;27.47421475;27.83627545;1385.9;1963.4;0.3621;NA;3;d;2;XC402340;XC402340 - Boyaca.Table.1.selections.txt
8;Spectrogram 1;1;27.47421475;27.83627545;1385.9;1963.4;0.3621;1722.656;3;d;2;XC402340;XC402340 - Boyaca.Table.1.selections.txt
9;Waveform 1;1;27.97627226;28.44936492;1212.7;1732.4;0.4731;NA;3;d;2;XC402340;XC402340 - Boyaca.Table.1.selections.txt
9;Spectrogram 1;1;27.97627226;28.44936492;1212.7;1732.4;0.4731;1464.258;3;d;2;XC402340;XC402340 - Boyaca.Table.1.selections.txt
10;Waveform 1;1;28.56039687;28.98521476;1357.1;1992.3;0.4248;NA;3;d;2;XC402340;XC402340 - Boyaca.Table.1.selections.txt
10;Spectrogram 1;1;28.56039687;28.98521476;1357.1;1992.3;0.4248;1636.523;3;d;2;XC402340;XC402340 - Boyaca.Table.1.selections.txt
11;Waveform 1;1;27.47421475;28.99486971;1212.7;1963.4;1.5207;NA;3;t;2;XC402340;XC402340 - Boyaca.Table.1.selections.txt
11;Spectrogram 1;1;27.47421475;28.99486971;1212.7;1963.4;1.5207;1636.523;3;t;2;XC402340;XC402340 - Boyaca.Table.1.selections.txt
12;Waveform 1;1;27.83144798;27.97144478;1241.6;1934.5;0.14;NA;0;cad;2;XC402340;XC402340 - Boyaca.Table.1.selections.txt
12;Spectrogram 1;1;27.83144798;27.97144478;1241.6;1934.5;0.14;1636.523;0;cad;2;XC402340;XC402340 - Boyaca.Table.1.selections.txt
13;Waveform 1;1;28.45419239;28.55074191;1154.9;2021.1;0.0965;NA;0;cad;2;XC402340;XC402340 - Boyaca.Table.1.selections.txt
13;Spectrogram 1;1;28.45419239;28.55074191;1154.9;2021.1;0.0965;1464.258;0;cad;2;XC402340;XC402340 - Boyaca.Table.1.selections.txt
14;Waveform 1;1;37.96881582;38.08467525;1241.6;1905.7;0.1159;NA;4;a;3;XC402340;XC402340 - Boyaca.Table.1.selections.txt
14;Spectrogram 1;1;37.96881582;38.08467525;1241.6;1905.7;0.1159;1722.656;4;a;3;XC402340;XC402340 - Boyaca.Table.1.selections.txt
15;Waveform 1;1;38.42742605;38.91982861;1328.2;1819;0.4924;NA;4;d;3;XC402340;XC402340 - Boyaca.Table.1.selections.txt
15;Spectrogram 1;1;38.42742605;38.91982861;1328.2;1819;0.4924;1636.523;4;d;3;XC402340;XC402340 - Boyaca.Table.1.selections.txt
16;Waveform 1;1;38.99224075;39.52326312;1270.4;1761.3;0.531;NA;4;d;3;XC402340;XC402340 - Boyaca.Table.1.selections.txt
16;Spectrogram 1;1;38.99224075;39.52326312;1270.4;1761.3;0.531;1464.258;4;d;3;XC402340;XC402340 - Boyaca.Table.1.selections.txt
17;Waveform 1;1;39.58602031;40.05911296;1270.4;1934.5;0.4731;NA;4;d;3;XC402340;XC402340 - Boyaca.Table.1.selections.txt
17;Spectrogram 1;1;39.58602031;40.05911296;1270.4;1934.5;0.4731;1636.523;4;d;3;XC402340;XC402340 - Boyaca.Table.1.selections.txt
18;Waveform 1;1;37.96881582;40.06394044;1270.4;1876.8;2.0951;NA;4;t;3;XC402340;XC402340 - Boyaca.Table.1.selections.txt
18;Spectrogram 1;1;37.96881582;40.06394044;1270.4;1876.8;2.0951;1636.523;4;t;3;XC402340;XC402340 - Boyaca.Table.1.selections.txt
19;Waveform 1;1;38.07019282;38.42259857;1241.6;1876.8;0.3524;NA;0;cad;3;XC402340;XC402340 - Boyaca.Table.1.selections.txt
19;Spectrogram 1;1;38.07019282;38.42259857;1241.6;1876.8;0.3524;1464.258;0;cad;3;XC402340;XC402340 - Boyaca.Table.1.selections.txt
20;Waveform 1;1;38.91982861;38.99224075;1212.7;1819;0.0724;NA;0;cad;3;XC402340;XC402340 - Boyaca.Table.1.selections.txt
20;Spectrogram 1;1;38.91982861;38.99224075;1212.7;1819;0.0724;1550.391;0;cad;3;XC402340;XC402340 - Boyaca.Table.1.selections.txt
21;Waveform 1;1;39.51360817;39.59567526;1299.3;1819;0.0821;NA;0;cad;3;XC402340;XC402340 - Boyaca.Table.1.selections.txt
21;Spectrogram 1;1;39.51360817;39.59567526;1299.3;1819;0.0821;1636.523;0;cad;3;XC402340;XC402340 - Boyaca.Table.1.selections.txt
1;Waveform 1;1;4.1737971;4.574980126;1307.2;1720;0.4012;NA;3;d;1;XC423762;XC423762 - Tolima.Table.1.selections.txt
1;Spectrogram 1;1;4.1737971;4.574980126;1307.2;1720;0.4012;1593.75;3;d;1;XC423762;XC423762 - Tolima.Table.1.selections.txt
2;Waveform 1;1;4.662330098;5.048544;1192.5;1628.3;0.3862;NA;3;d;1;XC423762;XC423762 - Tolima.Table.1.selections.txt
2;Spectrogram 1;1;4.662330098;5.048544;1192.5;1628.3;0.3862;1500;3;d;1;XC423762;XC423762 - Tolima.Table.1.selections.txt
3;Waveform 1;1;5.188674708;5.568052966;1261.3;1765.9;0.3794;NA;3;d;1;XC423762;XC423762 - Tolima.Table.1.selections.txt
3;Spectrogram 1;1;5.188674708;5.568052966;1261.3;1765.9;0.3794;1500;3;d;1;XC423762;XC423762 - Tolima.Table.1.selections.txt
4;Waveform 1;1;4.176999354;5.568052966;1238.4;1811.7;1.3911;NA;3;t;1;XC423762;XC423762 - Tolima.Table.1.selections.txt
4;Spectrogram 1;1;4.176999354;5.568052966;1238.4;1811.7;1.3911;1500;3;t;1;XC423762;XC423762 - Tolima.Table.1.selections.txt
5;Waveform 1;1;4.573466722;4.66574792;1261.3;1720;0.0923;NA;0;cad;1;XC423762;XC423762 - Tolima.Table.1.selections.txt
5;Spectrogram 1;1;4.573466722;4.66574792;1261.3;1720;0.0923;1406.25;0;cad;1;XC423762;XC423762 - Tolima.Table.1.selections.txt
6;Waveform 1;1;5.045126178;5.192092531;1238.4;1720;0.147;NA;0;cad;1;XC423762;XC423762 - Tolima.Table.1.selections.txt
6;Spectrogram 1;1;5.045126178;5.192092531;1238.4;1720;0.147;1500;0;cad;1;XC423762;XC423762 - Tolima.Table.1.selections.txt
7;Waveform 1;1;14.34502022;14.72098066;1376;1720;0.376;NA;3;d;2;XC423762;XC423762 - Tolima.Table.1.selections.txt
7;Spectrogram 1;1;14.34502022;14.72098066;1376;1720;0.376;1593.75;3;d;2;XC423762;XC423762 - Tolima.Table.1.selections.txt
8;Waveform 1;1;14.83376879;15.20972922;1123.7;1765.9;0.376;NA;3;d;2;XC423762;XC423762 - Tolima.Table.1.selections.txt
8;Spectrogram 1;1;14.83376879;15.20972922;1123.7;1765.9;0.376;1500;3;d;2;XC423762;XC423762 - Tolima.Table.1.selections.txt
9;Waveform 1;1;15.34644211;15.77025205;1376;1765.9;0.4238;NA;3;d;2;XC423762;XC423762 - Tolima.Table.1.selections.txt
9;Spectrogram 1;1;15.34644211;15.77025205;1376;1765.9;0.4238;1593.75;3;d;2;XC423762;XC423762 - Tolima.Table.1.selections.txt
10;Waveform 1;1;14.34502022;15.77366988;1123.7;1765.9;1.4286;NA;3;t;2;XC423762;XC423762 - Tolima.Table.1.selections.txt
10;Spectrogram 1;1;14.34502022;15.77366988;1123.7;1765.9;1.4286;1593.75;3;t;2;XC423762;XC423762 - Tolima.Table.1.selections.txt
11;Waveform 1;1;14.72098066;14.83376879;1123.7;1742.9;0.1128;NA;0;cad;2;XC423762;XC423762 - Tolima.Table.1.selections.txt
11;Spectrogram 1;1;14.72098066;14.83376879;1123.7;1742.9;0.1128;1406.25;0;cad;2;XC423762;XC423762 - Tolima.Table.1.selections.txt
12;Waveform 1;1;15.20972922;15.34644211;1169.6;1742.9;0.1367;NA;0;cad;2;XC423762;XC423762 - Tolima.Table.1.selections.txt
12;Spectrogram 1;1;15.20972922;15.34644211;1169.6;1742.9;0.1367;1500;0;cad;2;XC423762;XC423762 - Tolima.Table.1.selections.txt
13;Waveform 1;1;21.32763084;21.536118;1307.2;1765.9;0.2085;NA;3;d;3;XC423762;XC423762 - Tolima.Table.1.selections.txt
13;Spectrogram 1;1;21.32763084;21.536118;1307.2;1765.9;0.2085;1593.75;3;d;3;XC423762;XC423762 - Tolima.Table.1.selections.txt
14;Waveform 1;1;21.71726257;22.10689429;1192.5;1674.1;0.3896;NA;3;d;3;XC423762;XC423762 - Tolima.Table.1.selections.txt
14;Spectrogram 1;1;21.71726257;22.10689429;1192.5;1674.1;0.3896;1500;3;d;3;XC423762;XC423762 - Tolima.Table.1.selections.txt
15;Waveform 1;1;22.25386065;22.75969832;1215.5;1720;0.5058;NA;3;d;3;XC423762;XC423762 - Tolima.Table.1.selections.txt
15;Spectrogram 1;1;22.25386065;22.75969832;1215.5;1720;0.5058;1593.75;3;d;3;XC423762;XC423762 - Tolima.Table.1.selections.txt
16;Waveform 1;1;21.3207952;22.7562805;1100.8;1788.8;1.4355;NA;3;t;3;XC423762;XC423762 - Tolima.Table.1.selections.txt
16;Spectrogram 1;1;21.3207952;22.7562805;1100.8;1788.8;1.4355;1593.75;3;t;3;XC423762;XC423762 - Tolima.Table.1.selections.txt
17;Waveform 1;1;21.53687365;21.71462569;1236.9;1742.3;0.1778;NA;0;cad;3;XC423762;XC423762 - Tolima.Table.1.selections.txt
17;Spectrogram 1;1;21.53687365;21.71462569;1236.9;1742.3;0.1778;1593.75;0;cad;3;XC423762;XC423762 - Tolima.Table.1.selections.txt
18;Waveform 1;1;22.10568019;22.24788183;1250.2;1755.6;0.1422;NA;0;cad;3;XC423762;XC423762 - Tolima.Table.1.selections.txt
18;Spectrogram 1;1;22.10568019;22.24788183;1250.2;1755.6;0.1422;1406.25;0;cad;3;XC423762;XC423762 - Tolima.Table.1.selections.txt
1;Waveform 1;1;0.330935059;0.445074955;1249.9;1858.9;0.1141;NA;4;d;1;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
1;Spectrogram 1;1;0.330935059;0.445074955;1249.9;1858.9;0.1141;1636.523;4;d;1;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
2;Waveform 1;1;0.597261484;1.151315564;1378.1;1730.7;0.5541;NA;4;d;1;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
2;Spectrogram 1;1;0.597261484;1.151315564;1378.1;1730.7;0.5541;1636.523;4;d;1;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
3;Waveform 1;1;1.160827222;1.617386807;1185.8;1666.6;0.4566;NA;4;d;1;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
3;Spectrogram 1;1;1.160827222;1.617386807;1185.8;1666.6;0.4566;1378.125;4;d;1;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
4;Waveform 1;1;1.626898465;2.247534152;1282;1762.7;0.6206;NA;4;d;1;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
4;Spectrogram 1;1;1.626898465;2.247534152;1282;1762.7;0.6206;1550.391;4;d;1;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
5;Waveform 1;1;0.330576323;2.256687074;1089.7;1858.9;1.9261;NA;4;t;1;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
5;Spectrogram 1;1;0.330576323;2.256687074;1089.7;1858.9;1.9261;1550.391;4;t;1;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
6;Waveform 1;1;0.447094134;0.592146919;1153.8;1826.8;0.1451;NA;0;cad;1;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
6;Spectrogram 1;1;0.447094134;0.592146919;1153.8;1826.8;0.1451;1636.523;0;cad;1;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
7;Waveform 1;1;1.150956828;1.160468486;1634.5;1794.8;0.0095;NA;0;cad;1;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
7;Spectrogram 1;1;1.150956828;1.160468486;1634.5;1794.8;0.0095;1636.523;0;cad;1;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
8;Waveform 1;1;1.617028072;1.628917644;1314;1826.8;0.0119;NA;0;cad;1;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
8;Spectrogram 1;1;1.617028072;1.628917644;1314;1826.8;0.0119;1464.258;0;cad;1;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
9;Waveform 1;1;7.177829264;7.261056272;1378.1;1794.8;0.0832;NA;4;d;2;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
9;Spectrogram 1;1;7.177829264;7.261056272;1378.1;1794.8;0.0832;1636.523;4;d;2;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
10;Waveform 1;1;7.422754459;7.886447788;1346.1;1858.9;0.4637;NA;4;d;2;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
10;Spectrogram 1;1;7.422754459;7.886447788;1346.1;1858.9;0.4637;1636.523;4;d;2;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
11;Waveform 1;1;7.97205271;8.411966894;1153.8;1730.7;0.4399;NA;4;d;2;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
11;Spectrogram 1;1;7.97205271;8.411966894;1153.8;1730.7;0.4399;1464.258;4;d;2;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
12;Waveform 1;1;8.435746039;8.839991505;1314;1762.7;0.4042;NA;4;d;2;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
12;Spectrogram 1;1;8.435746039;8.839991505;1314;1762.7;0.4042;1550.391;4;d;2;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
13;Waveform 1;1;7.170695521;8.84236942;1089.7;1890.9;1.6717;NA;4;t;2;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
13;Spectrogram 1;1;7.170695521;8.84236942;1089.7;1890.9;1.6717;1550.391;4;t;2;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
14;Waveform 1;1;7.261056272;7.425132373;1217.9;1826.8;0.1641;NA;0;cad;2;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
14;Spectrogram 1;1;7.261056272;7.425132373;1217.9;1826.8;0.1641;1550.391;0;cad;2;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
15;Waveform 1;1;7.884069873;7.97205271;1121.7;1858.9;0.088;NA;0;cad;2;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
15;Spectrogram 1;1;7.884069873;7.97205271;1121.7;1858.9;0.088;1636.523;0;cad;2;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
16;Waveform 1;1;8.411966894;8.435746039;1089.7;1794.8;0.0238;NA;0;cad;2;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
16;Spectrogram 1;1;8.411966894;8.435746039;1089.7;1794.8;0.0238;1378.125;0;cad;2;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
17;Waveform 1;1;14.63607312;14.72881178;1346.1;1794.8;0.0927;NA;4;d;3;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
17;Spectrogram 1;1;14.63607312;14.72881178;1346.1;1794.8;0.0927;1636.523;4;d;3;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
18;Waveform 1;1;14.88337622;15.38987201;1410.2;1730.7;0.5065;NA;4;d;3;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
18;Spectrogram 1;1;14.88337622;15.38987201;1410.2;1730.7;0.5065;1636.523;4;d;3;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
19;Waveform 1;1;15.44456405;15.88923406;1185.8;1666.6;0.4447;NA;4;d;3;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
19;Spectrogram 1;1;15.44456405;15.88923406;1185.8;1666.6;0.4447;1464.258;4;d;3;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
20;Waveform 1;1;15.91539112;16.4361544;1314;1794.8;0.5208;NA;4;d;3;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
20;Spectrogram 1;1;15.91539112;16.4361544;1314;1794.8;0.5208;1550.391;4;d;3;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
21;Waveform 1;1;14.6336952;16.44566606;1185.8;1794.8;1.812;NA;4;t;3;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
21;Spectrogram 1;1;14.6336952;16.44566606;1185.8;1794.8;1.812;1550.391;4;t;3;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
22;Waveform 1;1;14.7311897;14.88337622;1314;1730.7;0.1522;NA;0;cad;3;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
22;Spectrogram 1;1;14.7311897;14.88337622;1314;1730.7;0.1522;1636.523;0;cad;3;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
23;Waveform 1;1;15.39224993;15.44456405;1217.9;1698.6;0.0523;NA;0;cad;3;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
23;Spectrogram 1;1;15.39224993;15.44456405;1217.9;1698.6;0.0523;1464.258;0;cad;3;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
24;Waveform 1;1;15.88685615;15.91776904;1249.9;1730.7;0.0309;NA;0;cad;3;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
24;Spectrogram 1;1;15.88685615;15.91776904;1249.9;1730.7;0.0309;1550.391;0;cad;3;XC432481;XC432481 - Cundinamarca.Table.1.selections.txt
1;Waveform 1;1;0.68835538;0.788048228;1187.3;1823.4;0.0997;NA;4;a;1;XC442567;XC442567 - Risaralda.Table.1.selections.txt
1;Spectrogram 1;1;0.68835538;0.788048228;1187.3;1823.4;0.0997;1550.391;4;a;1;XC442567;XC442567 - Risaralda.Table.1.selections.txt
2;Waveform 1;1;1.020664873;1.466909051;1187.3;1865.8;0.4462;NA;4;d;1;XC442567;XC442567 - Risaralda.Table.1.selections.txt
2;Spectrogram 1;1;1.020664873;1.466909051;1187.3;1865.8;0.4462;1636.523;4;d;1;XC442567;XC442567 - Risaralda.Table.1.selections.txt
3;Waveform 1;1;1.56185462;1.984362405;1272.1;1781;0.4225;NA;4;d;1;XC442567;XC442567 - Risaralda.Table.1.selections.txt
3;Spectrogram 1;1;1.56185462;1.984362405;1272.1;1781;0.4225;1464.258;4;d;1;XC442567;XC442567 - Risaralda.Table.1.selections.txt
4;Waveform 1;1;2.098297088;2.473332088;1272.1;1950.6;0.375;NA;4;d;1;XC442567;XC442567 - Risaralda.Table.1.selections.txt
4;Spectrogram 1;1;2.098297088;2.473332088;1272.1;1950.6;0.375;1636.523;4;d;1;XC442567;XC442567 - Risaralda.Table.1.selections.txt
5;Waveform 1;1;0.68835538;2.473332088;1187.3;1865.8;1.785;NA;4;t;1;XC442567;XC442567 - Risaralda.Table.1.selections.txt
5;Spectrogram 1;1;0.68835538;2.473332088;1187.3;1865.8;1.785;1636.523;4;t;1;XC442567;XC442567 - Risaralda.Table.1.selections.txt
6;Waveform 1;1;0.792795506;1.020664873;1144.9;1781;0.2279;NA;0;cad;1;XC442567;XC442567 - Risaralda.Table.1.selections.txt
6;Spectrogram 1;1;0.792795506;1.020664873;1144.9;1781;0.2279;1205.859;0;cad;1;XC442567;XC442567 - Risaralda.Table.1.selections.txt
7;Waveform 1;1;1.466909051;1.557107342;1144.9;1865.8;0.0902;NA;0; cad;1;XC442567;XC442567 - Risaralda.Table.1.selections.txt
7;Spectrogram 1;1;1.466909051;1.557107342;1144.9;1865.8;0.0902;1636.523;0; cad;1;XC442567;XC442567 - Risaralda.Table.1.selections.txt
8;Waveform 1;1;1.989109683;2.088802532;1144.9;1823.4;0.0997;NA;0;cad;1;XC442567;XC442567 - Risaralda.Table.1.selections.txt
